SOC,Voltage
0.021551724137931026,3.483358778625954
0.04741379310344829,3.4421374045801527
0.07183908045977011,3.4366412213740456
0.096264367816092,3.4338931297709925
0.12212643678160914,3.4283969465648854
0.14655172413793105,3.4283969465648854
0.17097701149425287,3.4283969465648854
0.1968390804597701,3.4283969465648854
0.2227011494252874,3.4283969465648854
0.2471264367816092,3.4283969465648854
0.2729885057471265,3.4283969465648854
0.29885057471264365,3.4283969465648854
0.3247126436781609,3.4283969465648854
0.34626436781609204,3.4283969465648854
0.3721264367816093,3.4283969465648854
0.3965517241379311,3.4283969465648854
0.4238505747126437,3.4283969465648854
0.4482758620689655,3.4283969465648854
0.4741379310344828,3.4283969465648854
0.4985632183908046,3.4283969465648854
0.5229885057471264,3.4283969465648854
0.5431034482758622,3.4283969465648854
0.5718390804597702,3.4283969465648854
0.5962643678160919,3.4283969465648854
0.6250000000000001,3.4283969465648854
0.6479885057471265,3.4283969465648854
0.6709770114942529,3.4283969465648854
0.6954022988505747,3.4283969465648854
0.7198275862068966,3.4283969465648854
0.7456896551724138,3.4283969465648854
0.7701149425287356,3.4283969465648854
0.7974137931034483,3.4256488549618322
0.8232758620689656,3.420152671755725
0.846264367816092,3.4064122137404578
0.8721264367816092,3.351450381679389
0.8965517241379309,3.238778625954198
0.9224137931034484,3.0051908396946567
0.9497126436781609,2.636946564885496
0.9727011494252876,2.2082442748091604
